Isolate,Region,ISBma3,ISBma2,ISRsy1,ISRme4,ISRso7,IS401,ISAisp2,ISButh1,ISRso10,ISRso11,ISRso12,ISRso14,ISRso16,ISRso20,ISRso13,IS1021,IS1405,IS1420,IS1421,ISRso1,ISRso18,ISRso9,Unknown_IS5,ISVei4,ISRso17,ISRso15
YO060,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
YO310,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,1,0,1,1,0,0,0,0,0,0
YO327,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,1,1,1,0,0,0,0,0
YO299,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
YO282,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,0,0,0,0,0,0,0
YO319,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,1,0,0,0,0,0
YO290,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,1,0,0,0,0,0
YO071,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,41,1,0,0,1,1,0,0,0,0,0
YO313,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,2,1,1,0,0,0,0,0
YO198,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,1,1,0,0,0,0,0,0
YO291,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,0,0,0,0,0,0
YO355,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,1,0,2,1,1,0,0,0,0,0
YO063,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,0,0,1,1,1,0,0,0,0,0
YO022,MP,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,24,1,0,0,1,1,0,0,0,0,0
YO031,MP,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,25,0,0,2,0,1,0,0,0,0,0
YO204,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,0,0,1,1,1,0,0,0,0,0
YO380,MP,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,35,1,0,0,1,1,0,0,0,0,0
YO292,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,1,1,1,0,0,0,0,0
YO296,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
YO325,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,1,1,1,0,0,0,0,0
YO295,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,1,0,0,0,0,0
YO314,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,31,0,0,0,1,1,0,0,0,0,0
YO231,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,0,1,0,0,0,0,0,0
YO127,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,1,0,0,0,0,0
YO348,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,0,0,1,1,1,0,0,0,0,0
YO249,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,1,1,1,0,0,0,0,0
YO338,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,1,0,1,1,1,0,0,0,0,0
YO288,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,38,1,0,0,1,1,0,0,0,0,0
YO280,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,0,0,0,0,0,0
YO276,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,0,0,0,0,0,0
YO275,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,0,0,0,1,0,0,0,0,0,0
YO326,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,1,1,0,0,0,0,0,0
YO274,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,0,0,0,0,0,0
YO278,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,0,0,0,0,0,0
YO289,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,1,1,1,0,0,0,0,0
YO297,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,0,0,0,1,1,0,0,0,0,0
YO320,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,1,0,0,0,1,0,0,0,0,0
YO244,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,1,1,0,0,0,0,0,0
YO257,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,41,1,0,1,1,1,0,0,0,0,0
YO201,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,41,1,0,1,1,0,0,0,0,0,0
YO234,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,0,1,0,0,0,0,0
YO209,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,0,1,1,0,0,0,0,0
YO216,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,1,1,0,0,0,0,0,0
YO309,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,0,0,1,1,0,0,0,0,0,0
YO368,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,1,0,0,0,0,0
YO242,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,41,1,0,0,1,0,0,0,0,0,0
YO211,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,0,1,0,0,0,0,0
YO207,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,41,1,0,0,1,1,0,0,0,0,0
YO200,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,1,1,1,0,0,0,0,0
YO197,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,0,0,0,0,0,0
YO239,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,41,1,0,0,1,1,0,0,0,0,0
YO065,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,1,0,0,0,0,0
YO046,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,0,0,0,1,0,0,0,0,0,0
YO213,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,0,1,0,0,0,0,0,0
YO052,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,1,1,1,0,0,0,0,0
YO253,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,0,1,0,0,0,0,0
YO220,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,1,1,0,0,0,0,0,0
YO050,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,2,0,0,0,0,0,0,0
YO331,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,34,0,0,0,1,0,0,0,0,0,0
YO096,MP,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,39,0,0,0,1,0,0,0,0,0,0
YO346,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,2,1,1,0,0,0,0,0
YO171,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
YO177,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,0,0,1,1,0,0,0,0,0,0
YO367,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,42,1,0,0,1,1,0,0,0,0,0
YO262,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,1,0,0,0,0,0,0,0
YO349,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,1,1,1,0,0,0,0,0
YO217,MP,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,37,1,0,0,1,1,0,0,0,0,0
YO318,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,33,1,0,1,1,1,0,0,0,0,0
YO340,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,33,1,0,0,1,1,0,0,0,0,0
YO332,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,34,0,0,0,1,1,0,0,0,0,0
YO328,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,1,0,1,1,1,0,0,0,0,0
YO329,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,33,0,0,1,0,1,0,0,0,0,0
YO085,MP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
YO053,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,0,1,1,0,0,0,0,0
YO090,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,0,0,1,1,1,0,0,0,0,0
YO359,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,1,1,1,0,0,0,0,0
YO158,MP,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
YO026,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0
YO153,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
YO152,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
YO159,MP,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
YO160,MP,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
YO036,MP,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
YO035,MP,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
YO089,MP,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
YO032,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
YO157,MP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
YO190,MP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
YO192,MP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0
YO168,MP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
YO188,MP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
YO169,MP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
YO374,MP,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YO373,MP,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
YO372,MP,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
YO039,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
YO142,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
YO043,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
YO111,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
YO041,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO077,MP,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO134,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO033,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO088,MP,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0
YO098,MP,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0
YO189,MP,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0
YO381,MP,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0
YO015,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0
YO016,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
YO014,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO021,MP,0,0,1,0,1,0,0,1,2,0,4,2,3,0,4,0,1,0,4,2,1,3,0,0,5,1
YO018,MP,0,0,1,0,1,0,0,1,2,0,5,2,3,0,3,2,1,0,8,0,0,4,0,0,5,1
YO191,MP,0,0,1,0,1,0,0,1,3,0,3,0,3,0,3,0,0,0,6,1,2,4,0,0,5,1
YO080,MP,0,0,1,0,1,0,0,1,2,0,3,1,3,0,3,0,1,0,6,2,1,4,0,0,2,2
YO156,MP,0,0,1,0,1,0,0,1,2,0,5,1,3,0,3,0,1,0,6,3,0,4,0,0,5,1
YO020,MP,0,0,1,0,1,0,0,1,2,0,5,3,3,0,2,0,2,0,7,1,2,4,0,0,5,1
YO081,MP,0,0,1,0,1,0,0,1,2,0,4,1,3,0,4,1,1,0,7,1,1,3,0,0,5,1
YO149,MP,0,0,1,0,1,0,0,1,2,0,4,1,3,0,5,0,0,0,1,2,0,0,0,0,2,1
YO007,MP,0,0,1,0,1,0,0,1,2,0,4,2,3,0,2,0,0,0,1,2,0,0,0,0,2,1
YO005,MP,0,0,1,0,1,0,0,1,2,0,4,2,3,0,3,0,1,0,0,2,0,0,0,0,2,1
YO075,MP,0,0,1,0,1,0,0,1,2,0,4,1,3,0,3,0,1,0,1,5,0,0,0,0,2,1
YO151,MP,0,0,1,0,1,0,0,1,2,0,4,1,3,0,5,0,1,0,1,3,0,0,0,0,2,1
YO042,MP,1,0,1,0,2,0,0,1,1,0,1,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0
YO037,MP,1,0,0,0,2,0,0,1,3,0,1,0,3,0,0,1,0,0,1,1,0,0,0,1,0,0
YO155,MP,1,0,1,0,2,0,0,1,3,0,1,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0
YO038,MP,1,0,1,0,2,0,0,1,3,0,1,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0
YO034,MP,1,0,1,0,2,0,0,1,4,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
YO130,MP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YO150,MP,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,2
YO187,MP,0,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,1,1
YO027,MP,0,0,0,0,4,0,0,1,2,1,1,0,2,0,0,3,3,0,6,3,1,0,0,0,0,0
YO074,MP,0,0,0,0,3,0,0,1,2,1,1,0,2,0,0,2,4,0,4,3,0,0,0,0,0,0
YO154,MP,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
YO101,MP,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,4,10,0,2,5,4,0,0,0,6,0
YO028,MP,0,0,0,0,0,0,0,1,2,1,1,0,2,0,0,2,0,10,2,3,0,0,0,0,0,0
YO133,MP,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
YO009,MP,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,1,4
YO124,MP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
YO141,MP,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,1,0,9,0,2,1,0,0,0,2,0
YO139,MP,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0,8,0,1,1,0,0,0,2,0
YO136,MP,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,9,0,3,2,0,0,0,2,0
YO138,MP,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,1,0,9,0,3,4,0,0,0,2,0
YO140,MP,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0,9,0,2,2,0,0,0,2,0
YO137,MP,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,2,0,10,0,2,1,0,0,0,2,0
YO163,MP,3,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,2,4,0,1,2,0,0,0,2,0
YO079,MP,3,0,0,0,0,1,0,3,0,0,0,0,2,0,1,2,2,4,0,1,1,0,0,0,2,0
YO164,MP,3,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,2,4,0,0,1,0,0,0,2,0
YO122,MP,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,1,0
YO194,MP,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,2,0,0,1,2,0,0,0,1,0
YO178,MP,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,3,0,0,1,3,0,0,0,1,0
YO135,MP,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,1,0
YO193,MP,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,2,0,0,1,2,0,0,0,1,0
YO182,MP,0,0,3,0,0,0,0,4,0,0,0,0,2,0,2,4,1,0,8,1,1,2,0,0,1,1
YO040,MP,4,0,0,0,0,0,0,0,2,1,1,0,2,0,0,2,7,0,4,0,6,0,0,0,0,0
YO378,MP,4,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,5,0,4,0,6,0,0,1,0,0
YO131,MP,4,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,5,0,4,0,5,0,0,1,0,0
YO161,MP,4,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,7,0,3,0,7,0,0,1,0,0
YO023,MP,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,6,0,2,1,5,0,0,2,0,0
YO379,MP,3,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,5,0,1,2,3,0,0,1,0,0
YO029,MP,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,8,0,3,3,8,0,0,0,0,0
YO084,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
YO006,MP,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,8,0,5,0,6,0,0,0,0,0
YO083,MP,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,2,5,0,4,1,6,0,0,0,0,0
YO376,MP,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,6,0,1,0,6,0,0,0,0,0
YO375,MP,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,2,7,0,0,0,9,0,0,0,0,0
YO024,MP,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,3,0,0,3,4,0,0,0,0,0,0
YO030,MP,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,3,0,0,2,4,0,0,0,0,0,0
YO003,MP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YO025,MP,3,0,0,0,0,0,0,1,1,0,0,3,2,0,0,0,1,0,0,3,1,0,0,0,0,0
YO383,MP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
YO382,MP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
YO384,MP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
YO076,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
YO001,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
YO128,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO145,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO082,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
YO104,MP,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0
YO106,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
YO102,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
YO099,MP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO119,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0
